,kId,group,make,model,year,imageLink,stockPerformancePoints,maxPerformancePoints,stockDrivetrain,stockIngamePrice,carSource,stockSpeed,stockHandling,stockAcceleration,stockLaunch,stockBraking,stockOffroad,stockTopSpeedKmh,stockLateralGs,stock0To97,stock0To161,stockHorsepower,stockWeightLbs
302,304,CLASSIC SPORTS CARS,Lotus,Elan Sprint,1971,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_304.jpg?v=1,443,922.0,RWD,57000,Autoshow,4.6,4.0,3.5,2.5,2.4,4.9,204.0,0.81,8.4,26.5,126,1640
303,305,RETRO SUPERCARS,Lotus,Elise GT1,1997,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_305.jpg?v=1,794,999.0,RWD,1800000,Autoshow,6.4,8.1,5.6,3.4,7.1,4.6,282.9,1.25,4.0,9.581,350,2425
304,306,RETRO SPORTS CARS,Lotus,Elise Series 1 Sport 190,1999,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_306.jpg?v=1,711,967.0,RWD,81000,Autoshow,5.3,6.0,5.8,4.8,5.1,4.8,239.1,1.13,4.282,10.663,190,1477
305,307,MODERN SPORTS CARS,Lotus,Exige S,2012,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_307.jpg?v=1,754,966.0,RWD,85000,Autoshow,6.4,6.3,6.5,6.2,5.4,4.8,284.6,1.01,4.0,9.6,345,2593
306,308,TRACK TOYS,Lotus,3-Eleven,2016,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_308.jpg?v=1,839,987.0,RWD,150000,Autoshow,6.5,7.7,7.5,7.8,7.1,4.6,292.8,1.17,3.284,6.966,410,2103
307,309,HYPERCARS,Lotus,Evija,2020,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_309.jpg?v=1,994,999.0,AWD,2500000,Autoshow,7.6,7.9,7.6,8.5,10.0,3.9,355.5,1.29,2.7,4.5,1973,3704
308,310,EXTREME TRACK TOYS,Maserati,MC12 Versione Corsa,2008,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_310.jpg?v=1,961,999.0,RWD,2500000,Autoshow,7.6,10.0,8.1,8.8,10.0,3.9,338.3,1.77,3.278,5.779,756,2646
309,311,GT CARS,Maserati,Gran Turismo S,2010,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_311.jpg?v=1,702,930.0,RWD,156000,Autoshow,6.9,6.0,5.4,4.8,4.5,5.0,302.2,0.94,4.585,11.5,432,4146
310,312,SPORTS UTILITY HEROES,Maserati,Levante S,2017,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_312.jpg?v=1,696,929.0,AWD,85000,Autoshow,6.6,5.0,5.1,2.4,4.3,6.4,290.3,0.91,5.1,12.3,424,4649
311,313,RETRO SPORTS CARS,Mazda,Savanna RX-7,1990,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_313.jpg?v=1,558,934.0,RWD,25000,Wheelspin,5.7,4.9,4.3,3.3,3.1,5.1,251.1,0.87,6.5,17.3,200,2981
312,314,RETRO SPORTS CARS,Mazda,MX-5 Miata,1994,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_314.jpg?v=1,445,970.0,RWD,25000,Autoshow,4.5,4.5,3.4,2.3,2.5,4.9,202.1,0.84,8.8,26.0,128,2330
313,315,RETRO SPORTS CARS,Mazda,RX-7,1997,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_315.jpg?v=1,645,962.0,RWD,35000,Autoshow,6.6,5.5,4.8,3.0,3.3,5.0,288.1,0.92,5.1,13.981,261,2831
314,316,RETRO SPORTS CARS,Mazda,RX-7 Spirit R Type-A,2002,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_316.jpg?v=1,687,945.0,RWD,30000,Autoshow,6.5,5.7,5.0,3.5,4.1,5.0,287.6,0.96,5.1,12.5,276,2800
315,317,RETRO SPORTS CARS,Mazda,Mazdaspeed MX-5,2005,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_317.jpg?v=1,587,968.0,RWD,25000,Autoshow,5.1,5.5,3.4,3.8,3.5,4.6,225.5,0.92,6.682,18.281,178,2529
316,318,MODERN SPORTS CARS,Mazda,RX-8 R3,2011,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_318.jpg?v=1,624,904.0,RWD,27000,Autoshow,5.8,5.5,4.6,3.8,3.7,5.1,250.4,0.93,5.9,15.9,232,3065
317,319,MODERN SPORTS CARS,Mazda,MX-5,2013,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_319.jpg?v=1,549,960.0,RWD,26000,Autoshow,4.8,5.4,3.9,3.4,3.4,5.1,211.1,0.92,6.086,17.3,167,2593
318,320,MODERN SPORTS CARS,Mazda,MX-5,2016,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_320.jpg?v=1,620,964.0,RWD,35000,Autoshow,5.4,5.6,4.6,4.7,3.7,5.1,239.1,0.95,5.984,16.8,155,2310
319,321,RETRO SUPERCARS,McLaren,F1,1993,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_321.jpg?v=1,817,992.0,RWD,15000000,Wheelspin,8.8,6.6,6.3,5.8,5.4,4.5,391.6,1.14,3.4,7.7,627,2840
320,322,RETRO SUPERCARS,McLaren,F1 GT,1997,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_322.jpg?v=1,866,999.0,RWD,15000000,Autoshow,8.4,8.2,6.2,5.8,7.0,4.3,365.0,1.24,3.184,6.88,618,2469
321,323,HYPERCARS,McLaren,P1,2013,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_323.jpg?v=1,928,999.0,RWD,1350000,Autoshow,9.1,8.4,6.9,7.5,9.5,4.3,407.1,1.29,2.886,5.185,903,3296
322,324,MODERN SUPERCARS,McLaren,650S Coupé,2015,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_324.jpg?v=1,859,967.0,RWD,420000,Autoshow,7.6,7.2,6.8,4.8,7.5,4.6,340.5,1.14,2.887,5.785,641,3148
323,325,MODERN SUPERCARS,McLaren,570S Coupé,2015,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_325.jpg?v=1,824,966.0,RWD,224000,Autoshow,7.3,6.9,6.3,4.4,7.1,4.4,324.6,1.02,3.1,6.3,562,3201
324,326,MODERN SUPERCARS,McLaren,720S Coupé,2018,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_326.jpg?v=1,899,990.0,RWD,340000,Car Collection,8.4,7.7,6.9,7.6,8.8,4.5,363.2,1.26,2.773,5.485,710,3128
325,327,HYPERCARS,McLaren,Senna,2018,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_327.jpg?v=1,934,999.0,RWD,1000000,Autoshow,8.0,9.3,7.2,7.8,10.0,4.2,358.0,1.33,2.714,5.1,789,2886
326,328,TRACK TOYS,McLaren,600LT Coupé,2018,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_328.jpg?v=1,868,987.0,RWD,260000,Autoshow,7.4,7.7,6.7,5.3,7.8,4.3,324.9,1.24,2.787,5.985,591,2989
327,329,MODERN SUPERCARS,McLaren,720S Spider,2019,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_329.jpg?v=1,887,968.0,RWD,340000,Autoshow,7.5,7.4,6.9,7.5,8.9,4.4,329.6,1.25,2.872,5.685,711,3236
328,330,HYPERCARS,McLaren,Speedtail,2019,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_330.jpg?v=1,910,997.0,RWD,2250000,Autoshow,9.6,7.4,6.8,7.4,7.4,3.7,422.9,1.24,1.981,4.088,1036,3521
329,331,SUPER GT,McLaren,GT,2020,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_331.jpg?v=1,823,936.0,RWD,210000,Autoshow,7.4,6.5,6.6,4.3,5.3,4.6,331.7,1.1,2.788,6.086,611,3384
330,332,SUPER SALOONS,Mercedes-AMG,C 63 S Coupé,2016,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_332.jpg?v=1,755,933.0,RWD,90000,Autoshow,7.0,5.9,5.2,5.5,5.6,4.6,308.4,0.96,3.787,8.786,503,3968
331,333,SUPER GT,Mercedes-AMG,GT R,2017,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_333.jpg?v=1,837,964.0,RWD,295000,Autoshow,7.5,7.0,6.4,7.0,7.2,4.5,323.5,1.14,3.6,7.783,577,3428
332,334,SUPER SALOONS,Mercedes-AMG,GT 4-Door Coupé,2018,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_334.jpg?v=1,768,957.0,AWD,175000,Autoshow,8.0,5.8,8.4,9.4,4.5,5.2,350.0,0.93,3.1,7.6,630,4508
333,335,SUPER SALOONS,Mercedes-AMG,E 63 S,2018,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_335.jpg?v=1,778,959.0,AWD,135000,Wheelspin,7.6,6.0,8.7,9.7,4.8,5.1,335.2,0.95,3.0,7.0,603,4515
334,336,HYPERCARS,Mercedes-AMG,Mercedes-AMG ONE,2021,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_336.jpg?v=1,927,999.0,AWD,2700000,Autoshow,7.7,8.9,7.5,3.2,10.0,4.7,343.0,1.37,2.84,6.945,877,3737
335,337,RARE CLASSICS,Mercedes-Benz,SSK,1929,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_337.jpg?v=1,256,921.0,RWD,7500000,Autoshow,4.1,3.6,3.0,1.8,1.9,5.5,183.5,0.68,13.975,52.972,200,3725
336,338,VINTAGE RACERS,Mercedes-Benz,W154,1939,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_338.jpg?v=1,672,841.0,RWD,20000000,Car Collection,7.9,3.8,4.1,3.3,2.8,4.2,346.7,0.85,3.8,8.486,483,2683
337,339,RARE CLASSICS,Mercedes-Benz,300 SL Coupé,1954,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_339.jpg?v=1,498,934.0,RWD,1200000,Autoshow,5.1,4.2,3.6,2.3,2.4,5.6,232.2,0.78,8.279,21.18,241,2960
338,340,RETRO SALOONS,Mercedes-Benz,AMG Hammer Coupe,1987,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_340.jpg?v=1,681,945.0,RWD,165000,Autoshow,7.2,5.5,4.2,3.0,3.8,4.7,314.9,1.02,5.0,12.0,379,3640
339,341,RETRO SALOONS,Mercedes-Benz,190E 2.5-16 Evolution II,1990,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_341.jpg?v=1,579,905.0,RWD,150000,Autoshow,6.2,4.9,4.0,3.6,2.9,4.4,271.0,0.88,7.081,18.0,235,2954
340,342,RETRO SUPERCARS,Mercedes-Benz,AMG CLK GTR,1998,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_342.jpg?v=1,829,999.0,RWD,2000000,Autoshow,7.5,7.6,6.1,5.1,6.5,4.2,334.4,1.22,3.783,8.063,622,3175
341,343,SUPER GT,Mercedes-Benz,SLS AMG,2011,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_343.jpg?v=1,804,950.0,RWD,200000,Autoshow,7.6,6.5,5.8,6.2,6.4,4.4,338.0,1.01,3.586,7.684,571,3571
342,344,MODERN SPORTS CARS,Mercedes-Benz,SLK 55 AMG,2012,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_344.jpg?v=1,740,912.0,RWD,78000,Autoshow,7.3,5.9,5.4,5.7,4.5,4.8,318.9,0.95,4.485,10.383,415,3527
343,345,SUPER SALOONS,Mercedes-Benz,C 63 AMG Coupé Black Series,2012,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_345.jpg?v=1,768,946.0,RWD,150000,Autoshow,7.6,6.1,5.1,5.3,4.9,4.6,332.7,0.97,4.272,8.969,510,3854
344,346,PICK-UP & 4X4'S,Mercedes-Benz,G 65 AMG,2013,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_346.jpg?v=1,639,885.0,AWD,350000,Autoshow,5.9,3.2,6.6,8.0,3.2,8.0,264.7,0.8,5.3,11.5,603,5688
345,347,SUPER HOT HATCH,Mercedes-Benz,A 45 AMG,2013,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_347.jpg?v=1,707,915.0,AWD,65000,Autoshow,6.7,6.2,6.6,4.5,4.4,5.1,296.0,0.93,4.3,10.6,355,3263
346,348,SUPER SALOONS,Mercedes-Benz,E 63 AMG,2013,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_348.jpg?v=1,751,937.0,AWD,105000,Autoshow,7.7,6.0,7.0,7.8,4.5,5.2,339.6,0.93,3.4,8.0,577,4277
347,349,TRUCKS,Mercedes-Benz,Unimog U5023,2014,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_349.jpg?v=1,103,831.0,AWD,100000,Autoshow,2.8,3.3,1.3,3.0,2.7,8.7,125.0,0.79,27.216,,228,15432
348,350,PICK-UP & 4X4'S,Mercedes-Benz,G 63 AMG 6x6,2014,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_350.jpg?v=1,606,867.0,AWD,525000,Autoshow,5.6,3.6,4.0,6.6,4.1,9.3,248.6,0.9,7.8,21.376,536,9050
349,351,TRUCKS,Mercedes-Benz,#24 Tankpool24 Racing Truck,2015,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_351.jpg?v=1,702,821.0,RWD,500000,Autoshow,5.1,5.6,5.4,5.8,5.0,5.0,230.8,1.1,5.483,14.0,1080,12125
350,352,PICK-UP & 4X4'S,Mercedes-Benz,X-Class,2018,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_352.jpg?v=1,368,899.0,AWD,65000,Autoshow,4.2,3.2,2.4,4.2,2.8,7.8,186.4,0.79,11.0,37.017,188,4764
351,353,CULT CARS,Meyers,Manx,1971,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_353.jpg?v=1,291,952.0,RWD,35000,Wheelspin,3.1,4.3,2.9,5.3,2.6,5.9,143.7,0.82,11.971,,60,1235
352,354,RALLY MONSTERS,MG,Metro 6R4,1986,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_354.jpg?v=1,811,959.0,AWD,125000,Wheelspin,4.6,5.9,8.8,8.2,5.8,7.5,214.5,1.13,3.106,8.099,410,2271
353,355,CLASSIC RALLY,Mini,Cooper S,1965,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_355.jpg?v=1,281,944.0,FWD,30000,Autoshow,3.6,3.2,2.6,2.7,2.0,4.1,159.9,0.75,10.519,,75,1480
354,356,HOT HATCH,Mini,John Cooper Works,2009,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_356.jpg?v=1,598,924.0,FWD,25000,Autoshow,5.4,5.0,4.1,4.1,3.8,4.7,240.3,0.9,6.016,14.817,208,2701
355,357,HOT HATCH,Mini,John Cooper Works GP,2012,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_357.jpg?v=1,628,906.0,FWD,38000,Autoshow,5.4,4.9,4.2,4.3,3.7,4.6,241.4,0.92,5.916,14.517,215,2557
356,358,OFFROAD,Mini,X-Raid ALL4 Racing Countryman,2013,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_358.jpg?v=1,632,871.0,AWD,250000,Wheelspin,3.3,4.7,5.2,8.4,4.1,8.1,153.4,0.86,5.216,,307,4299
357,359,SPORTS UTILITY HEROES,Mini,John Cooper Works Countryman ALL4,2018,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_359.jpg?v=1,537,876.0,AWD,38500,Autoshow,5.1,5.0,3.8,5.3,3.0,5.7,226.8,0.85,6.215,18.016,228,3653
358,360,OFFROAD,Mini,X-Raid John Cooper Works Buggy,2018,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_360.jpg?v=1,632,858.0,RWD,250000,Autoshow,4.5,3.7,4.9,6.6,4.9,10.0,201.2,0.87,4.494,14.275,340,4328
359,361,RETRO SPORTS CARS,Mitsubishi,Starion ESI-R,1988,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_361.jpg?v=1,549,963.0,RWD,20000,Autoshow,5.2,5.0,4.2,3.5,2.9,5.3,228.7,0.87,8.278,20.0,188,3087
360,362,RETRO SPORTS CARS,Mitsubishi,Eclipse GSX,1995,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_362.jpg?v=1,543,910.0,AWD,25000,Autoshow,5.9,4.8,3.9,3.2,2.8,5.4,254.9,0.86,7.0,19.0,210,3199
361,363,RETRO SPORTS CARS,Mitsubishi,GTO,1997,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_363.jpg?v=1,610,922.0,AWD,20000,Autoshow,6.1,5.1,4.5,3.6,3.4,5.5,268.1,0.89,5.7,14.4,320,3704
362,364,RETRO RALLY,Mitsubishi,Lancer Evolution VI GSR,1999,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_364.jpg?v=1,659,926.0,AWD,28000,Autoshow,5.6,5.3,5.6,3.8,3.7,5.5,248.8,0.92,4.4,11.216,280,2822
363,365,MODERN RALLY,Mitsubishi,Lancer Evolution VIII MR,2004,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_365.jpg?v=1,664,918.0,AWD,31000,Autoshow,6.2,5.4,5.7,3.1,3.6,5.7,271.5,0.92,4.6,12.4,305,3109
364,366,MODERN RALLY,Mitsubishi,Lancer Evolution IX MR,2006,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_366.jpg?v=1,632,911.0,AWD,27000,Autoshow,5.9,5.4,4.7,2.4,3.6,5.6,261.4,0.91,4.8,12.719,286,3285
365,367,MODERN RALLY,Mitsubishi,Lancer Evolution X GSR,2008,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_367.jpg?v=1,649,925.0,AWD,43000,Autoshow,5.7,5.5,5.1,2.9,3.7,5.7,252.4,0.92,5.0,13.4,305,3395
366,368,MODERN RALLY,Mitsubishi,"Lancer Evolution X GSR ""Welcome Pack""",-1,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_368.jpg?v=1,800,932.0,AWD,43000,Autoshow,7.1,5.8,9.2,4.6,4.1,8.1,319.9,1.12,5.0,13.4,583,3395
367,369,CULT CARS,Morgan,3 Wheeler,2014,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_369.jpg?v=1,488,917.0,RWD,50000,Autoshow,4.0,3.2,3.3,3.2,2.9,4.2,182.7,0.77,5.777,20.191,82,1200
368,371,EXTREME TRACK TOYS,Mosler,MT900S,2010,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_371.jpg?v=1,919,999.0,RWD,320000,Autoshow,8.2,9.8,7.4,8.1,8.4,4.7,359.0,1.37,3.454,6.701,530,2480
369,372,VINTAGE RACERS,Napier,Napier-Railton,1933,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_372.jpg?v=1,603,830.0,RWD,1500000,Autoshow,6.5,4.1,3.7,3.6,3.1,4.4,287.7,0.79,7.464,15.48,564,4518
370,373,CLASSIC SPORTS CARS,Nissan,Fairlady Z 432,1969,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_373.jpg?v=1,482,953.0,RWD,150000,Car Collection,4.4,4.7,3.6,2.4,2.7,5.2,198.6,0.81,8.7,27.079,160,2308
371,374,CLASSIC SPORTS CARS,Nissan,Skyline 2000GT-R,1971,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_374.jpg?v=1,493,958.0,RWD,60000,Autoshow,4.7,4.4,3.6,2.5,2.6,5.0,212.8,0.79,7.0,20.0,160,2425
372,375,CLASSIC SPORTS CARS,Nissan,Skyline H/T 2000GT-R,1973,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_375.jpg?v=1,518,955.0,RWD,170000,Autoshow,4.7,4.5,3.4,2.2,3.0,5.8,208.2,0.81,8.979,22.98,158,2524
373,376,RETRO SPORTS CARS,Nissan,Skyline GTS-R (HR31),1987,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_376.jpg?v=1,543,965.0,RWD,100000,Autoshow,5.7,4.7,4.0,2.5,2.7,4.9,246.7,0.84,7.5,19.0,206,2965
374,377,RETRO RALLY,Nissan,Pulsar GTI-R,1990,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_377.jpg?v=1,594,929.0,AWD,20000,Autoshow,5.4,4.8,5.5,3.4,2.9,5.1,243.0,0.86,5.0,14.2,227,2734
375,378,RETRO SPORTS CARS,Nissan,Silvia CLUB K's,1992,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_378.jpg?v=1,537,948.0,RWD,25000,Autoshow,5.5,4.7,3.8,3.5,2.7,4.8,241.2,0.86,5.886,16.5,202,2535
376,379,RETRO SPORTS CARS,Nissan,Skyline GT-R V-Spec,1993,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_379.jpg?v=1,626,945.0,AWD,85000,Autoshow,5.8,5.7,4.5,2.7,3.6,5.3,253.0,0.89,5.318,12.9,320,3307
377,380,RETRO SPORTS CARS,Nissan,240SX SE,1993,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_380.jpg?v=1,445,948.0,RWD,25000,Autoshow,5.1,4.6,3.3,2.5,2.5,5.3,221.3,0.82,8.4,25.0,155,2915
378,381,RETRO SPORTS CARS,Nissan,Fairlady Z Version S Twin Turbo,1994,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_381.jpg?v=1,607,953.0,RWD,20000,Autoshow,6.0,5.2,4.3,2.7,3.2,4.9,264.6,0.9,5.485,14.583,276,3351
379,382,RETRO SPORTS CARS,Nissan,Silvia K's,1994,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_382.jpg?v=1,617,958.0,RWD,25000,Autoshow,5.8,5.3,4.4,2.7,3.4,5.2,255.7,0.9,6.282,17.5,217,2789
380,383,RETRO SPORTS CARS,Nissan,NISMO GT-R LM,1995,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_383.jpg?v=1,658,955.0,RWD,1100000,Autoshow,5.9,6.6,4.5,3.0,4.0,4.0,261.4,0.97,5.6,13.9,300,3483
381,384,RETRO SPORTS CARS,Nissan,Skyline GT-R V-Spec,1997,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_384.jpg?v=1,635,954.0,AWD,37000,Autoshow,6.1,5.7,4.8,2.5,3.7,5.4,268.8,0.91,4.9,12.9,278,3393
382,385,RETRO SUPERCARS,Nissan,R390 (GT1),1998,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_385.jpg?v=1,859,999.0,RWD,1250000,Autoshow,7.1,7.8,6.3,2.5,7.1,3.5,319.5,1.22,3.881,6.782,550,2264
383,386,RETRO SPORTS CARS,Nissan,Silvia K's Aero,1998,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_386.jpg?v=1,609,963.0,RWD,25000,Autoshow,5.7,5.2,4.4,2.5,3.4,5.3,251.5,0.91,6.3,16.0,217,2789
384,387,RETRO SPORTS CARS,Nissan,Silvia Spec-R,2000,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_387.jpg?v=1,632,963.0,RWD,35000,Autoshow,5.9,5.4,4.6,2.6,3.7,5.4,251.9,0.92,5.484,14.2,250,2734
385,388,RETRO SPORTS CARS,Nissan,Skyline GT-R V-Spec II,2002,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_388.jpg?v=1,657,939.0,AWD,63000,Autoshow,6.1,5.6,4.9,2.6,3.6,5.4,268.0,0.92,4.9,12.317,327,3439
386,389,RETRO SPORTS CARS,Nissan,Fairlady Z,2003,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_389.jpg?v=1,650,952.0,RWD,35000,Autoshow,6.5,5.5,4.6,4.0,3.5,4.8,283.2,0.93,5.783,14.481,287,3310
387,390,UNLIMITED OFFROAD,Nissan,Pickup #23 Rally Raid,2004,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_390.jpg?v=1,577,859.0,AWD,500000,Autoshow,4.4,5.5,3.1,4.5,4.8,9.9,196.3,0.87,6.3,21.6,268,4740
388,391,MODERN SPORTS CARS,Nissan,370Z,2010,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_391.jpg?v=1,688,963.0,RWD,40000,Autoshow,6.6,5.7,4.8,4.6,3.9,4.8,289.8,0.96,5.084,12.781,332,3267
389,392,MODERN SUPERCARS,Nissan,GT-R Black Edition (R35),2012,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_392.jpg?v=1,810,955.0,AWD,105000,Autoshow,7.6,6.7,8.5,8.1,5.3,5.0,341.3,1.07,2.8,7.0,542,3887
390,393,PICK-UP & 4X4'S,Nissan,Titan Warrior Concept,2016,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_393.jpg?v=1,486,912.0,AWD,50000,Autoshow,4.7,3.6,3.2,3.6,3.2,8.9,210.3,0.84,9.2,28.2,310,7388
391,394,MODERN SUPERCARS,Nissan,GT-R (R35),2017,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_394.jpg?v=1,814,955.0,AWD,132000,Autoshow,7.5,6.7,8.7,7.8,5.3,4.8,336.2,1.07,2.75,6.85,565,3933
392,395,RALLY MONSTERS,Opel,Manta 400,1984,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_395.jpg?v=1,691,936.0,RWD,100000,Autoshow,5.8,4.9,4.6,4.8,3.7,6.6,257.5,0.93,4.771,11.266,275,2183
393,396,HYPERCARS,Pagani,Zonda Cinque Roadster,2009,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_396.jpg?v=1,896,999.0,RWD,2100000,Autoshow,7.4,8.0,6.5,6.9,8.9,4.5,329.0,1.22,3.265,6.484,678,2858
394,397,EXTREME TRACK TOYS,Pagani,Zonda R,2010,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_397.jpg?v=1,959,999.0,RWD,1800000,Autoshow,8.0,10.0,7.3,7.9,10.0,3.9,357.0,1.74,2.764,5.065,739,2536
395,398,HYPERCARS,Pagani,Huayra BC,2016,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_398.jpg?v=1,929,999.0,RWD,2700000,Wheelspin,8.4,9.1,7.0,7.6,10.0,4.2,370.8,1.34,2.786,5.568,740,2685
396,399,UNLIMITED BUGGIES,Penhall,The Cholla,2011,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_399.jpg?v=1,655,865.0,RWD,100000,Autoshow,4.1,3.7,5.7,4.8,4.3,10.0,183.8,0.91,5.589,20.816,196,2200
397,400,RETRO RALLY,Peugeot,205 Turbo 16,1984,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_400.jpg?v=1,616,907.0,AWD,200000,Wheelspin,5.0,5.0,4.4,1.6,3.6,7.2,224.0,0.92,5.8,15.4,200,2524
398,401,RETRO HOT HATCH,Peugeot,205 Rallye,1991,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_401.jpg?v=1,462,940.0,FWD,20000,Autoshow,4.3,4.4,2.9,3.8,2.5,4.9,193.1,0.84,9.6,25.0,99,1742
399,402,RALLY MONSTERS,Peugeot,207 Super 2000,2007,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_402.jpg?v=1,755,915.0,AWD,150000,Autoshow,5.3,6.2,5.9,5.2,5.7,8.0,241.9,1.17,5.6,16.2,280,2425
400,403,CLASSIC MUSCLE,Plymouth,Cuda 426 Hemi,1971,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_403.jpg?v=1,547,930.0,RWD,160000,Autoshow,5.6,3.7,3.4,3.3,2.4,5.3,249.9,0.78,5.587,12.769,425,3880
401,404,UTV'S,Polaris,RZR XP 1000 EPS,2015,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_404.jpg?v=1,501,936.0,AWD,25000,Autoshow,3.4,3.5,3.8,3.8,4.4,9.0,158.4,0.96,7.521,,110,1530
402,405,CLASSIC MUSCLE,Pontiac,GTO,1965,https://www.kudosprime.com/fh5/images/cars/big/fh5_car_405.jpg?v=1,484,945.0,RWD,48000,Autoshow,4.7,3.2,3.1,2.9,2.0,5.4,205.2,0.74,5.714,13.248,360,3468
